@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute hand:tracking-1 numeric
@attribute hand:tracking-2 numeric
@attribute hand:tracking-3 numeric
@attribute hand:tracking-4 numeric
@attribute hand:tracking-5 numeric
@attribute hand:tracking-6 numeric
@attribute hand:tracking-7 numeric
@attribute hand:tracking-8 numeric
@attribute hand:tracking-9 numeric
@attribute hand:tracking-10 numeric
@attribute hand:tracking-11 numeric
@attribute hand:tracking-12 numeric
@attribute hand:tracking-13 numeric
@attribute hand:tracking-14 numeric
@attribute hand:tracking-15 numeric
@attribute hand:tracking-16 numeric
@attribute hand:tracking-17 numeric
@attribute hand:tracking-18 numeric
@attribute hand:tracking-19 numeric
@attribute hand:tracking-20 numeric
@attribute hand:tracking-21 numeric
@attribute hand:tracking-22 numeric
@attribute hand:tracking-23 numeric
@attribute hand:tracking-24 numeric
@attribute hand:tracking-25 numeric
@attribute hand:tracking-26 numeric
@attribute hand:tracking-27 numeric
@attribute hand:tracking-28 numeric
@attribute hand:tracking-29 numeric
@attribute hand:tracking-30 numeric
@attribute hand:tracking-31 numeric
@attribute hand:tracking-32 numeric
@attribute hand:tracking-33 numeric
@attribute hand:tracking-34 numeric
@attribute hand:tracking-35 numeric
@attribute hand:tracking-36 numeric
@attribute hand:tracking-37 numeric
@attribute hand:tracking-38 numeric
@attribute hand:tracking-39 numeric
@attribute hand:tracking-40 numeric
@attribute hand:tracking-41 numeric
@attribute hand:tracking-42 numeric
@attribute hand:tracking-43 numeric
@attribute hand:tracking-44 numeric
@attribute hand:tracking-45 numeric
@attribute hand:tracking-46 numeric
@attribute hand:tracking-47 numeric
@attribute hand:tracking-48 numeric
@attribute hand:tracking-49 numeric
@attribute hand:tracking-50 numeric
@attribute hand:tracking-51 numeric
@attribute hand:tracking-52 numeric
@attribute hand:tracking-53 numeric
@attribute hand:tracking-54 numeric
@attribute hand:tracking-55 numeric
@attribute hand:tracking-56 numeric
@attribute hand:tracking-57 numeric
@attribute hand:tracking-58 numeric
@attribute hand:tracking-59 numeric
@attribute hand:tracking-60 numeric
@attribute hand:tracking-61 numeric
@attribute hand:tracking-62 numeric
@attribute hand:tracking-63 numeric
@attribute hand:tracking-64 numeric
@attribute hand:tracking-65 numeric
@attribute hand:tracking-66 numeric
@attribute hand:tracking-67 numeric
@attribute hand:tracking-68 numeric
@attribute hand:tracking-69 numeric
@attribute hand:tracking-70 numeric
@attribute hand:tracking-71 numeric
@attribute hand:tracking-72 numeric
@attribute hand:tracking-73 numeric
@attribute hand:tracking-74 numeric
@attribute hand:tracking-75 numeric
@attribute hand:tracking-76 numeric
@attribute hand:tracking-77 numeric
@attribute hand:tracking-78 numeric
@attribute hand:tracking-79 numeric
@attribute hand:tracking-80 numeric
@attribute hand:tracking-81 numeric
@attribute hand:tracking-82 numeric
@attribute hand:tracking-83 numeric
@attribute hand:tracking-84 numeric
@attribute hand:tracking-85 numeric
@attribute hand:tracking-86 numeric
@attribute hand:tracking-87 numeric
@attribute hand:tracking-88 numeric
@attribute hand:tracking-89 numeric
@attribute hand:tracking-90 numeric
@attribute hand:tracking-91 numeric
@attribute hand:tracking-92 numeric
@attribute hand:tracking-93 numeric
@attribute hand:tracking-94 numeric
@attribute hand:tracking-95 numeric
@attribute hand:tracking-96 numeric
@attribute hand:tracking-97 numeric
@attribute hand:tracking-98 numeric
@attribute hand:tracking-99 numeric
@attribute hand:tracking-100 numeric
@attribute hand:tracking-101 numeric
@attribute hand:tracking-102 numeric
@attribute hand:tracking-103 numeric
@attribute hand:tracking-104 numeric
@attribute hand:tracking-105 numeric
@attribute hand:tracking-106 numeric
@attribute hand:tracking-107 numeric
@attribute hand:tracking-108 numeric
@attribute hand:tracking-109 numeric
@attribute hand:tracking-110 numeric
@attribute hand:tracking-111 numeric
@attribute hand:tracking-112 numeric
@attribute hand:tracking-113 numeric
@attribute hand:tracking-114 numeric
@attribute hand:tracking-115 numeric
@attribute hand:tracking-116 numeric
@attribute hand:tracking-117 numeric
@attribute hand:tracking-118 numeric
@attribute hand:tracking-119 numeric
@attribute hand:tracking-120 numeric
@attribute hand:tracking-121 numeric
@attribute hand:tracking-122 numeric
@attribute hand:tracking-123 numeric
@attribute hand:tracking-124 numeric
@attribute hand:tracking-125 numeric
@attribute hand:tracking-126 numeric
@attribute hand:tracking-127 numeric
@attribute hand:tracking-128 numeric
@attribute hand:tracking-129 numeric
@attribute hand:tracking-130 numeric
@attribute hand:tracking-131 numeric
@attribute hand:tracking-132 numeric
@attribute hand:tracking-133 numeric
@attribute hand:tracking-134 numeric
@attribute hand:tracking-135 numeric
@attribute hand:tracking-136 numeric
@attribute hand:tracking-137 numeric
@attribute hand:tracking-138 numeric
@attribute hand:tracking-139 numeric
@attribute hand:tracking-140 numeric
@attribute hand:tracking-141 numeric
@attribute hand:tracking-142 numeric
@attribute hand:tracking-143 numeric
@attribute hand:tracking-144 numeric
@attribute hand:tracking-145 numeric
@attribute hand:tracking-146 numeric
@attribute hand:tracking-147 numeric
@attribute hand:tracking-148 numeric
@attribute hand:tracking-149 numeric
@attribute hand:tracking-150 numeric
@attribute hand:tracking-151 numeric
@attribute hand:tracking-152 numeric
@attribute hand:tracking-153 numeric
@attribute hand:tracking-154 numeric
@attribute hand:tracking-155 numeric
@attribute hand:tracking-156 numeric
@attribute hand:tracking-157 numeric
@attribute hand:tracking-158 numeric
@attribute hand:tracking-159 numeric
@attribute hand:tracking-160 numeric
@attribute hand:tracking-161 numeric
@attribute hand:tracking-162 numeric
@attribute hand:tracking-163 numeric
@attribute hand:tracking-164 numeric
@attribute hand:tracking-165 numeric
@attribute hand:tracking-166 numeric
@attribute hand:tracking-167 numeric
@attribute hand:tracking-168 numeric
@attribute hand:tracking-169 numeric
@attribute hand:tracking-170 numeric
@attribute hand:tracking-171 numeric
@attribute hand:tracking-172 numeric
@attribute hand:tracking-173 numeric
@attribute hand:tracking-174 numeric
@attribute hand:tracking-175 numeric
@attribute hand:tracking-176 numeric
@attribute hand:tracking-177 numeric
@attribute hand:tracking-178 numeric
@attribute hand:tracking-179 numeric
@attribute hand:tracking-180 numeric
@attribute hand:tracking-181 numeric
@attribute hand:tracking-182 numeric
@attribute hand:tracking-183 numeric
@attribute hand:tracking-184 numeric
@attribute hand:tracking-185 numeric
@attribute hand:tracking-186 numeric
@attribute hand:tracking-187 numeric
@attribute hand:tracking-188 numeric
@attribute hand:tracking-189 numeric
@attribute hand:tracking-190 numeric
@attribute hand:tracking-191 numeric
@attribute hand:tracking-192 numeric
@attribute hand:tracking-193 numeric
@attribute hand:tracking-194 numeric
@attribute hand:tracking-195 numeric
@attribute hand:tracking-196 numeric
@attribute hand:tracking-197 numeric
@attribute hand:tracking-198 numeric
@attribute hand:tracking-199 numeric
@attribute hand:tracking-200 numeric
@attribute hand:tracking-201 numeric
@attribute hand:tracking-202 numeric
@attribute hand:tracking-203 numeric
@attribute hand:tracking-204 numeric
@attribute hand:tracking-205 numeric
@attribute hand:tracking-206 numeric
@attribute hand:tracking-207 numeric
@attribute hand:tracking-208 numeric
@attribute hand:tracking-209 numeric
@attribute hand:tracking-210 numeric
@attribute hand:tracking-211 numeric
@attribute hand:tracking-212 numeric
@attribute hand:tracking-213 numeric
@attribute hand:tracking-214 numeric
@attribute hand:tracking-215 numeric
@attribute hand:tracking-216 numeric
@attribute hand:tracking-217 numeric
@attribute hand:tracking-218 numeric
@attribute hand:tracking-219 numeric
@attribute hand:tracking-220 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
2587,'2024/10/31 02:42:53:046',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016315,0.352756,-0.16206,0.046381,0.155103,-0.246601,0.08436,0.047708,-0.176151,0.200212,0.094484,-0.193235,0.091021,0.036466,-0.105016,0.112989,-0.019598,-0.043588,0.219689,-0.18054,0.0213,0.031789,-0.129291,0.065099,0.062578,-0.136554,0.055262,0.024907,-0.081149,0.106124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251355,-0.057796,0.023125,-0.079205,0.091366,0.024966,-0.061629,0.082982,-0.030481,0.021384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841673,0.770541,0.71585,0.780247,0.709644,0.738572,0.786407,0.693169,0.833263,0.814816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014982,-0.000304,-0.02436,-0.042848,0.019698,-0.045326,-0.053296,0.006403,-0.082952,-0.054863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251355,-0.057796,0.023125,-0.079205,0.091366,0.024966,-0.061629,0.082982,-0.030481,0.021384,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2588,'2024/10/31 02:42:53:066',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07486,0.328207,-0.16206,0.046381,0.155103,-0.239302,0.186104,-0.02514,-0.042098,0.216123,0.048966,-0.183206,0.091021,0.036466,-0.105016,0.128284,-0.097988,0.025022,0.106576,-0.218925,0.011502,0.034585,-0.129291,0.065099,0.062578,-0.103346,0.080113,-0.02677,-0.012393,0.117883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244426,-0.027467,0.023125,-0.079205,0.091366,0.00291,-0.032115,0.080699,-0.044348,0.041308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846205,0.753611,0.71585,0.780247,0.709644,0.750396,0.771143,0.695441,0.85912,0.794633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013917,0.002892,-0.02436,-0.042848,0.019698,-0.054851,-0.040679,0.003972,-0.08756,-0.043996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244426,-0.027467,0.023125,-0.079205,0.091366,0.00291,-0.032115,0.080699,-0.044348,0.041308,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2589,'2024/10/31 02:42:53:086',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281476,0.099711,-0.228331,0.261273,-0.059788,-0.123093,0.231511,-0.134432,0.111263,0.104948,-0.100898,-0.075868,0.131676,-0.08967,0.018873,0.075922,-0.144576,0.166249,-0.042084,-0.129467,0.024949,-0.001681,-0.078716,0.064215,-0.106855,0.004483,0.093225,-0.149787,0.054988,0.084708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184503,0.048154,-0.036541,-0.02324,0.093446,-0.065283,0.031479,0.060596,-0.030191,0.066463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833349,0.704997,0.747463,0.765824,0.703954,0.783241,0.734976,0.717849,0.857354,0.764432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007688,0.011741,-0.051802,-0.023392,0.007753,-0.065879,-0.019413,-0.019613,-0.080574,-0.026229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184503,0.048154,-0.036541,-0.02324,0.093446,-0.065283,0.031479,0.060596,-0.030191,0.066463,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2590,'2024/10/31 02:42:53:106',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281476,0.099711,-0.161962,0.289865,-0.173801,0.011138,0.231511,-0.207612,0.160009,-0.030366,-0.100898,-0.075868,0.095811,-0.11705,0.087438,0.008684,-0.144576,0.260538,-0.101116,-0.011598,0.024949,-0.001681,-0.000788,0.108898,-0.15039,0.049451,0.093225,-0.173012,0.067113,-0.000837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184503,0.048154,-0.069529,0.031412,0.066263,-0.069442,0.031479,0.024613,-0.01548,0.067131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833349,0.704997,0.764898,0.743329,0.719097,0.788222,0.734976,0.763634,0.848057,0.756692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007688,0.011741,-0.055451,-0.004724,-0.018786,-0.058414,-0.019413,-0.052051,-0.074404,-0.021626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184503,0.048154,-0.069529,0.031412,0.066263,-0.069442,0.031479,0.024613,-0.01548,0.067131,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2591,'2024/10/31 02:42:53:125',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350723,-0.031929,-0.110698,0.266844,-0.173801,0.011138,0.176159,-0.215561,0.200212,-0.082279,-0.159086,0.003821,0.073878,-0.120709,0.087438,0.008684,-0.155273,0.277187,-0.18054,0.035815,0.015105,-0.097505,0.023934,0.113269,-0.15039,0.049451,0.084746,-0.140414,0.106124,-0.06793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122547,0.047191,-0.079738,0.056137,0.066263,-0.069442,0.067796,0.00471,0.021384,0.059513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80661,0.702291,0.771711,0.732145,0.719097,0.788222,0.706565,0.789227,0.814816,0.760008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00484,-0.001088,-0.053243,0.005771,-0.018786,-0.058414,-0.002202,-0.065016,-0.054863,-0.027916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122547,0.047191,-0.079738,0.056137,0.066263,-0.069442,0.067796,0.00471,0.021384,0.059513,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2592,'2024/10/31 02:42:53:145',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352756,-0.16206,0.046381,0.155103,-0.246601,0.08436,0.047708,-0.176151,0.216123,-0.186276,-0.193235,0.091021,0.036466,-0.105016,0.112989,-0.019598,-0.043588,0.219689,-0.218925,0.177409,0.031789,-0.129291,0.065099,0.062578,-0.136554,0.055262,0.024907,-0.081149,0.117883,-0.138728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057796,0.023125,-0.079205,0.091366,0.024966,-0.061629,0.082982,-0.030481,0.041308,0.029797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770541,0.71585,0.780247,0.709644,0.738572,0.786407,0.693169,0.833263,0.794633,0.787176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000304,-0.02436,-0.042848,0.019698,-0.045326,-0.053296,0.006403,-0.082952,-0.043996,-0.05067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057796,0.023125,-0.079205,0.091366,0.024966,-0.061629,0.082982,-0.030481,0.041308,0.029797,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2593,'2024/10/31 02:42:53:165',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328207,-0.16206,0.046381,0.155103,-0.239302,0.186104,-0.02514,-0.042098,0.104948,-0.231238,-0.183206,0.091021,0.036466,-0.105016,0.128284,-0.097988,0.025022,0.106576,-0.129467,0.191045,0.034585,-0.129291,0.065099,0.062578,-0.103346,0.080113,-0.02677,-0.012393,0.084708,-0.149379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027467,0.023125,-0.079205,0.091366,0.00291,-0.032115,0.080699,-0.044348,0.066463,0.008515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753611,0.71585,0.780247,0.709644,0.750396,0.771143,0.695441,0.85912,0.764432,0.804758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002892,-0.02436,-0.042848,0.019698,-0.054851,-0.040679,0.003972,-0.08756,-0.026229,-0.064418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027467,0.023125,-0.079205,0.091366,0.00291,-0.032115,0.080699,-0.044348,0.066463,0.008515,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2594,'2024/10/31 02:42:53:185',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099711,-0.228331,0.261273,-0.059788,-0.123093,0.231511,-0.134432,0.111263,-0.030366,-0.26071,-0.075868,0.131676,-0.08967,0.018873,0.075922,-0.144576,0.166249,-0.042084,-0.011598,0.208477,-0.001681,-0.078716,0.064215,-0.106855,0.004483,0.093225,-0.149787,0.054988,-0.000837,-0.095395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048154,-0.036541,-0.02324,0.093446,-0.065283,0.031479,0.060596,-0.030191,0.067131,-0.037966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704997,0.747463,0.765824,0.703954,0.783241,0.734976,0.717849,0.857354,0.756692,0.843775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011741,-0.051802,-0.023392,0.007753,-0.065879,-0.019413,-0.019613,-0.080574,-0.021626,-0.085209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048154,-0.036541,-0.02324,0.093446,-0.065283,0.031479,0.060596,-0.030191,0.067131,-0.037966,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2595,'2024/10/31 02:42:53:205',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099711,-0.161962,0.289865,-0.173801,0.011138,0.231511,-0.207612,0.160009,-0.082279,-0.2099,-0.075868,0.095811,-0.11705,0.087438,0.008684,-0.144576,0.260538,-0.101116,0.035815,0.207678,-0.001681,-0.000788,0.108898,-0.15039,0.049451,0.093225,-0.173012,0.067113,-0.06793,-0.055461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048154,-0.069529,0.031412,0.066263,-0.069442,0.031479,0.024613,-0.01548,0.059513,-0.079949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704997,0.764898,0.743329,0.719097,0.788222,0.734976,0.763634,0.848057,0.760008,0.881312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011741,-0.055451,-0.004724,-0.018786,-0.058414,-0.019413,-0.052051,-0.074404,-0.027916,-0.097523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048154,-0.069529,0.031412,0.066263,-0.069442,0.031479,0.024613,-0.01548,0.059513,-0.079949,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2596,'2024/10/31 02:42:53:226',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031929,-0.110698,0.266844,-0.173801,0.011138,0.176159,-0.215561,0.200212,-0.186276,-0.155999,0.003821,0.073878,-0.120709,0.087438,0.008684,-0.155273,0.277187,-0.18054,0.177409,0.158221,-0.097505,0.023934,0.113269,-0.15039,0.049451,0.084746,-0.140414,0.106124,-0.138728,-0.01775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047191,-0.079738,0.056137,0.066263,-0.069442,0.067796,0.00471,0.021384,0.029797,-0.094294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702291,0.771711,0.732145,0.719097,0.788222,0.706565,0.789227,0.814816,0.787176,0.895862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001088,-0.053243,0.005771,-0.018786,-0.058414,-0.002202,-0.065016,-0.054863,-0.05067,-0.099155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047191,-0.079738,0.056137,0.066263,-0.069442,0.067796,0.00471,0.021384,0.029797,-0.094294,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2597,'2024/10/31 02:42:53:248',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16206,0.046381,0.155103,-0.246601,0.08436,0.047708,-0.176151,0.216123,-0.231238,-0.041589,0.091021,0.036466,-0.105016,0.112989,-0.019598,-0.043588,0.219689,-0.218925,0.191045,0.061272,-0.129291,0.065099,0.062578,-0.136554,0.055262,0.024907,-0.081149,0.117883,-0.149379,0.036259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023125,-0.079205,0.091366,0.024966,-0.061629,0.082982,-0.030481,0.041308,0.008515,-0.108059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71585,0.780247,0.709644,0.738572,0.786407,0.693169,0.833263,0.794633,0.804758,0.911738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02436,-0.042848,0.019698,-0.045326,-0.053296,0.006403,-0.082952,-0.043996,-0.064418,-0.0944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023125,-0.079205,0.091366,0.024966,-0.061629,0.082982,-0.030481,0.041308,0.008515,-0.108059,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2598,'2024/10/31 02:42:53:269',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199194,0.207,-0.000137,-0.211577,0.237405,-0.134432,-0.042098,0.104948,-0.26071,0.096351,0.102623,-0.053533,-0.014107,0.092927,-0.135798,0.166249,0.106576,-0.129467,0.208477,-0.08752,-0.125798,0.069037,-0.043796,-0.043067,0.069695,-0.149787,-0.012393,0.084708,-0.095395,0.08251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004654,-0.04717,0.098948,-0.038045,0.009916,0.060596,-0.044348,0.066463,-0.037966,-0.096053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725366,0.774037,0.702217,0.767716,0.748442,0.717849,0.85912,0.764432,0.843775,0.902929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036025,-0.029273,0.017586,-0.065382,-0.028096,-0.019613,-0.08756,-0.026229,-0.085209,-0.08081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004654,-0.04717,0.098948,-0.038045,0.009916,0.060596,-0.044348,0.066463,-0.037966,-0.096053,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2599,'2024/10/31 02:42:53:288',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.228331,0.261273,-0.059788,-0.123093,0.231511,-0.134432,0.111263,-0.030366,-0.2099,0.146902,0.131676,-0.08967,0.018873,0.075922,-0.144576,0.166249,-0.042084,-0.011598,0.207678,-0.120678,-0.078716,0.064215,-0.106855,0.004483,0.093225,-0.149787,0.054988,-0.000837,-0.055461,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036541,-0.02324,0.093446,-0.065283,0.031479,0.060596,-0.030191,0.067131,-0.079949,-0.082552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747463,0.765824,0.703954,0.783241,0.734976,0.717849,0.857354,0.756692,0.881312,0.891838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051802,-0.023392,0.007753,-0.065879,-0.019413,-0.019613,-0.080574,-0.021626,-0.097523,-0.07263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036541,-0.02324,0.093446,-0.065283,0.031479,0.060596,-0.030191,0.067131,-0.079949,-0.082552,0,0,0,0,0,0,0,0,0,0,0.66,0.24
2600,'2024/10/31 02:42:53:311',9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161962,0.289865,-0.173801,0.011138,0.231511,-0.207612,0.160009,-0.082279,-0.155999,0.202746,0.095811,-0.11705,0.087438,0.008684,-0.144576,0.260538,-0.101116,0.035815,0.158221,-0.229624,-0.000788,0.108898,-0.15039,0.049451,0.093225,-0.173012,0.067113,-0.06793,-0.01775,0.105832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069529,0.031412,0.066263,-0.069442,0.031479,0.024613,-0.01548,0.059513,-0.094294,-0.047258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764898,0.743329,0.719097,0.788222,0.734976,0.763634,0.848057,0.760008,0.895862,0.853384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.055451,-0.004724,-0.018786,-0.058414,-0.019413,-0.052051,-0.074404,-0.027916,-0.099155,-0.053699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069529,0.031412,0.066263,-0.069442,0.031479,0.024613,-0.01548,0.059513,-0.094294,-0.047258,0,0,0,0,0,0,0,0,0,0,0.66,0.24
